feature	partner	sample_name	feature_match	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
CEP85L	MTHFD1L	ACH-000501	0	0	0	0	0		0	0	0	1	0	0
AGAP1	FGGY	ACH-000985	0	0	0	0	0		0	0	0	1	0	1
CDK14	TNS3	ACH-000985	0	0	0	0	0		0	0	0	1	0	0
HSCB	ZNRF3	ACH-000985	0	0	0	0	0		0	0	0	1	0	0
SNTB2	NFAT5	ACH-000985	0	0	0	0	0		0	0	0	1	0	1
FAM174B	IQGAP1	ACH-000007	0	0	0	0	0		0	0	0	1	0	0
SH3D19	LRBA	ACH-000007	0	0	0	0	0		0	0	0	1	0	0
TMCO4	LUZP1	ACH-000007	0	0	0	0	0		0	0	0	1	0	0
FPR2	PPP2R1A	ACH-000438	0	0	0	0	0		0	0	0	1	0	1
ITCH	LAMA5	ACH-000438	0	0	0	0	0		0	0	0	1	0	1
NAALADL2	MYNN	ACH-000438	0	0	0	0	0		0	0	0	1	0	0
PPP1R2	ZDHHC16	ACH-000438	0	0	0	0	0		0	0	0	1	0	0
TNS4	FBXL20	ACH-000438	0	0	0	0	0		0	0	0	1	0	0
UBL7	EDC3	ACH-000438	0	0	0	0	0		0	0	0	1	0	0
ADK	LRMDA	ACH-000787	0	0	0	0	0		0	0	0	1	0	1
ARHGAP15	KYNU	ACH-000787	0	0	0	0	0		0	0	0	1	0	1
ERAL1	UBE2Q2P6	ACH-000787	0	0	0	0	0		0	0	0	1	0	0
AGO2	PTK2	ACH-000621	0	0	0	0	0		0	0	0	0	0	0
DIP2A	COL6A2	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
FBLN5	TC2N	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
GNA14	GNAQ	ACH-000621	0	0	0	0	0		0	0	0	1	0	1
MATR3	CTNNA1	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
NOX5	CORO2B	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
NUTF2	RIPOR1	ACH-000621	0	0	0	0	0		0	0	0	1	0	1
PELI1	RAB1A	ACH-000621	0	0	0	0	0		0	0	0	1	0	1
RAB39A	ACAT1	ACH-000621	0	0	0	0	0		0	0	0	0	0	0
TNFAIP8	DMXL1	ACH-000621	0	0	0	0	0		0	0	0	1	0	1
USP7	CREBBP	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
ZNF367	MFSD14C	ACH-000621	0	0	0	0	0		0	0	0	1	0	0
MIS18A	TIAM1	ACH-000759	0	0	0	0	0		0	0	0	1	0	1
NRG1	TENM4	ACH-000759	0	0	0	0	0		0	0	1	1	0	1
RSF1	TPCN2	ACH-000759	0	0	0	0	0		0	0	0	1	0	1
TENM4	PPP6R3	ACH-000759	0	0	0	0	0		0	0	0	0	0	0
ZFAND2A	C7orf50	ACH-000759	0	0	0	0	0		0	0	0	1	0	0
AGBL1	GPCPD1	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
EIF4E3	FOXP1	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
ITGB4	UNK	ACH-000910	0	0	0	0	0		0	0	0	1	0	1
KIAA0825	FAM172A	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
MAP3K3	MYO15B	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
NKAIN2	TCF12	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
PFKFB1	UBA1	ACH-000910	0	0	0	0	0		0	0	0	1	0	1
PRKCA	SLC35B1	ACH-000910	0	0	0	0	0		0	0	0	1	1	1
SART1	FIRRE	ACH-000910	0	0	0	0	0		0	0	0	1	0	0
TMLHE	MECP2	ACH-000910	0	0	0	0	0		0	0	0	1	0	1
CEP131	BAIAP2	ACH-000849	0	0	0	0	0		0	0	0	0	0	0
COPA	DCAF8	ACH-000849	0	0	0	0	0		0	0	0	1	0	0
FBXO3	RDH13	ACH-000849	0	0	0	0	0		0	0	0	1	0	0
GRHL2	STK3	ACH-000849	0	0	0	0	0		0	0	0	1	0	0
MAST2	ARID1A	ACH-000849	0	0	0	0	0		0	0	0	1	0	1
SLC25A32	UBR5	ACH-000849	0	0	0	0	0		0	0	0	1	0	1
ZNF362	HP1BP3	ACH-000849	0	0	0	0	0		0	0	0	1	0	0
KIAA1549L	CHKA	ACH-000450	0	0	0	0	0		0	0	0	0	0	0
PPP6R3	DEXI	ACH-000450	0	0	0	0	0		0	0	0	1	0	0
USP47	SLC22A18AS	ACH-000450	0	0	0	0	0		0	0	0	1	0	0
VPS35L	STIM1	ACH-000450	0	0	0	0	0		0	0	0	0	0	0
ELAVL4	CTBS	ACH-000881	0	0	0	0	0		0	0	0	1	0	1
LINC00511	SLC39A11	ACH-000881	0	0	0	0	0		0	0	0	0	0	0
PITPNM2	VPS37B	ACH-000881	0	0	0	0	0		0	0	0	1	0	0
ERVK3-1	ZSCAN22	ACH-000449	0	0	0	0	0		0	0	0	0	0	0
NLGN1	NAALADL2	ACH-000449	0	0	0	0	0		0	0	0	1	0	1
SNTB2	TANGO6	ACH-000449	0	0	0	0	0		0	0	0	1	0	1
AGPAT3	CHST3	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
BRD8	FAM13B	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
CELA3A	CDC42	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
CELSR3	SMARCC1	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
CHID1	GATD1	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
COL26A1	COPB2	ACH-000192	0	0	0	0	0		0	0	0	0	0	0
CYP20A1	ABI2	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
DDX19A	GON4L	ACH-000192	0	0	0	0	0		0	1	0	1	0	1
DDX19B	GON4L	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
DENND6B	BRD1	ACH-000192	0	0	0	0	0		0	0	0	0	0	0
DMRT1	KMT2B	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
ECSIT	RGL3	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
ETF1	BRD8	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
FGD5	ELMSAN1	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
GTF3C6	REV3L	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
HEATR4	NUMB	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
HM13	TPX2	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
MIR4523	NUFIP2	ACH-000192	0	0	0	0	0		0	0	0	0	0	0
MKNK1	PIK3R3	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
MTHFD1L	PLEKHG1	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
MYH7	SLC22A17	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
MYO15B	BLMH	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
PDIA3	WDR76	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
RAPGEF4	NUTM2B-AS1	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
RPTOR	CHMP6	ACH-000192	0	0	0	0	0		1	0	0	1	0	0
SLC13A2	SUPT6H	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
SYT12	KDM2A	ACH-000192	0	0	0	0	0		0	0	0	1	0	1
THSD7B	TMEM163	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
WDR70	NIPBL	ACH-000192	0	0	0	0	0		0	0	0	1	0	0
ADGRE1	TP53	ACH-000359	0	0	0	0	0		0	0	0	0	0	0
BNC2	MTAP	ACH-000359	0	0	0	0	0		0	0	0	1	0	0
COL22A1	TRAPPC9	ACH-000359	0	0	0	0	0		0	1	0	1	0	0
ELL2	DNER	ACH-000359	0	0	0	0	0		0	0	0	1	0	1
EPHB4	CLIP4	ACH-000359	0	0	0	0	0		0	0	0	1	0	1
GCNT2	STX2	ACH-000359	0	0	0	0	0		0	0	0	1	0	0
PARP10	MROH1	ACH-000359	0	0	0	0	0		0	0	0	1	0	1
PLEC	MROH1	ACH-000359	0	0	0	0	0		0	0	0	1	0	1
TRIP12	ELL2	ACH-000359	0	0	0	0	0		0	0	0	1	0	1
VAV1	TP53	ACH-000359	0	0	0	0	0		0	0	1	1	0	1
ZDHHC21	EXT1	ACH-000359	0	0	0	0	0		0	0	0	1	0	0
ADAM18	RBM4	ACH-000391	0	0	0	0	0		0	0	0	1	0	0
ANKFY1	ADAM9	ACH-000391	0	0	0	0	0		0	0	0	1	0	1
ADH4	TSPAN5	ACH-000078	0	0	0	0	0		0	0	0	1	0	1
FRY	EEF1DP3	ACH-000078	0	0	0	0	0		0	0	0	1	0	0
GALNT13	KIF5C	ACH-000078	0	0	0	0	0		0	0	0	1	0	1
RAB11FIP4	NF1	ACH-000078	0	0	0	0	0		0	0	0	1	0	0
CSMD3	CLN8	ACH-000601	0	0	0	0	0		0	0	1	1	0	1
GCLM	BCAR3	ACH-000601	0	0	0	0	0		0	0	0	1	0	1
IQCA1	CRIM1	ACH-000601	0	0	0	0	0		0	0	0	1	0	1
POLR1B	SLC20A1	ACH-000601	0	0	0	0	0		0	0	0	1	0	0
SORBS2	FAT1	ACH-000601	0	0	0	0	0		0	0	0	1	0	1
ADK	LRMDA	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
ANXA3	FRAS1	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
BOP1	ARHGAP39	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
C16orf89	PPL	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
C2orf68	RETSAT	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
DNAJC4	ESRRA	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
EIF5A2	TNIK	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
FLYWCH1	AGO3	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
GGA3	USP32	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
GRK5	FAM45A	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
LAMB4	LAMB1	ACH-000351	0	0	0	0	0		0	0	0	1	1	0
LSM7	TMEM259	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
MAD1L1	SNX8	ACH-000351	0	0	0	0	0		0	0	0	1	1	1
NAA40	COX8A	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
SCGB2B2	LSM14A	ACH-000351	0	0	0	0	0		0	0	0	0	0	0
SLC44A2	DNM2	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
STXBP1	SLC27A4	ACH-000351	0	0	0	0	0		0	0	0	1	0	1
TMEM184C	ARHGAP10	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
USP47	PARVA	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
WNT1	TUBA1C	ACH-000351	0	0	0	0	0		0	0	0	1	1	1
ZNF346	NSD1	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
ZNF507	RHPN2	ACH-000351	0	0	0	0	0		0	0	0	1	0	0
ASXL3	PCNX2	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
BCL2L1	TPX2	ACH-000356	0	0	0	0	0		0	0	0	1	1	1
DEUP1	VAV2	ACH-000356	0	0	0	0	0		0	0	0	0	0	0
FOXR1	CBL	ACH-000356	0	0	0	0	0		0	0	1	1	0	0
GRAMD4	TBC1D22A	ACH-000356	0	0	0	0	0		0	0	0	1	0	1
IPP	GPBP1L1	ACH-000356	0	0	0	0	0		0	0	0	1	0	1
KDM2B	RAB35	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
LIN7C	LGR4	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
LINC01510	CAPZA2	ACH-000356	0	0	0	0	0		0	0	0	0	0	0
LINGO1	PEAK1	ACH-000356	0	0	0	0	0		0	0	0	1	0	1
NUP160	FNBP4	ACH-000356	0	0	0	0	0		0	0	0	1	0	1
PAPLN	LIN52	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
PLA2G1B	GCN1	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
RPS6KA1	ARID1A	ACH-000356	0	0	0	0	0		0	0	0	1	1	1
SCAF11	ARID2	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
SLC39A11	LINC00511	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
SMTNL1	TMX2	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
SUGCT	CDK13	ACH-000356	0	0	0	0	0		0	0	0	0	0	0
TSTA3	ZC3H3	ACH-000356	0	0	0	0	0		0	0	0	1	0	0
ALG14	CACNA1A	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
AOX1	TET3	ACH-001126	0	0	0	0	0		0	0	0	1	0	1
AUTS2	TMCC1	ACH-001126	0	0	0	0	0		0	0	0	1	0	1
C19orf57	SLC44A3-AS1	ACH-001126	0	0	0	0	0		0	0	0	1	0	1
CBFA2T3	PIEZO1	ACH-001126	0	0	0	0	0		0	0	1	1	0	0
DDHD2	USF3	ACH-001126	0	0	0	0	0		0	0	0	1	0	1
EXOC4	ELP4	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
HECW1	BLVRA	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
MROH7-TTC4	TTC4	ACH-001126	0	0	0	0	0		0	0	0	0	0	0
MUTYH	GTF2B	ACH-001126	0	0	0	0	0		0	0	1	1	0	1
SLC5A12	BBOX1-AS1	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
SLMAP	FLNB	ACH-001126	0	0	0	0	0		0	0	0	1	0	1
STK11	CIRBP	ACH-001126	0	0	0	0	0		1	0	1	1	0	1
TXLNB	FYN	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
UBC	NCOR2	ACH-001126	0	0	0	0	0		0	0	0	1	0	0
ACYP2	PSME4	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
CD37	SNRNP70	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
HSPH1	IFT88	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
MXD1	WDR62	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
NRXN1	PXDN	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
OVAAL	RGL1	ACH-000319	0	0	0	0	0		0	0	0	0	0	0
PACRG	QKI	ACH-000319	0	0	0	0	0		0	0	0	1	0	0
PIGO	VCP	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
R3HDML	C3	ACH-000319	0	0	0	0	0		0	0	0	1	0	0
RTN4	CCDC88A	ACH-000319	0	0	0	0	0		0	0	0	1	0	0
TOX	TMEM68	ACH-000319	0	0	0	0	0		0	1	0	1	0	1
WWC1	RANBP17	ACH-000319	0	0	0	0	0		0	0	0	1	0	1
XPO1	USP34	ACH-000319	0	0	0	0	0		1	0	1	1	0	1
CCDC85C	SETD3	ACH-000335	0	0	0	0	0		0	0	0	1	0	1
CDKN2B-AS1	LINGO2	ACH-000335	0	0	0	0	0		0	0	0	0	0	0
NREP-AS1	WDR36	ACH-000335	0	0	0	0	0		0	0	0	0	0	0
TPGS1	PROM1	ACH-000335	0	0	0	0	0		0	0	0	0	0	0
ZFYVE1	ABCD4	ACH-000335	0	0	0	0	0		0	0	0	1	0	1
PLCD3	EFTUD2	ACH-000866	0	0	0	0	0		0	0	0	1	0	0
LCMT1	UQCRC2	ACH-000780	0	0	0	0	0		0	1	0	1	0	1
NCBP3	TMCO3	ACH-000780	0	0	0	0	0		0	0	0	0	0	0
SNAPC3	CCDC171	ACH-000780	0	0	0	0	0		0	0	0	1	0	0
ZNF418	SH3GL2	ACH-000780	0	0	0	0	0		0	0	0	1	0	0
CAST	LNPEP	ACH-000510	0	0	0	0	0		0	0	0	1	0	0
GABRA4	FRYL	ACH-000510	0	0	0	0	0		0	0	0	1	0	0
ITPR1	PLCL2	ACH-000510	0	0	0	0	0		0	0	0	1	0	1
KCTD16	ARID2	ACH-000510	0	0	0	0	0		0	0	0	1	0	0
MYH9	IPO7	ACH-000510	0	0	0	0	0		0	0	1	1	0	1
MYL4	FAM171A2	ACH-000510	0	0	0	0	0		0	0	0	1	0	1
RPLP2	TSPAN4	ACH-000510	0	0	0	0	0		0	0	0	1	0	1
SPTAN1	CIZ1	ACH-000510	0	0	0	0	0		0	0	0	1	0	1
OSCP1	STK40	ACH-000129	0	0	0	0	0		0	0	0	1	0	0
CROCCP3	VPS13D	ACH-000666	0	0	0	0	0		0	0	0	0	0	0
DNAJB14	TSPAN5	ACH-000666	0	0	0	0	0		0	0	0	1	0	0
LRRK2	YAF2	ACH-000666	0	0	0	0	0		0	0	0	1	0	0
MAD1L1	C7orf50	ACH-000666	0	0	0	0	0		0	0	0	1	1	1
NIPBL	FBXO4	ACH-000666	0	0	0	0	0		0	0	0	1	0	1
MPRIP	LMO7	ACH-000830	0	0	0	0	0		0	0	0	1	0	1
POLN	PPARGC1A	ACH-000830	0	0	0	0	0		0	0	0	1	0	0
AKR1C6P	AKR1C1	ACH-000589	0	0	0	0	0		0	0	0	0	0	0
CEP72	ZDHHC11B	ACH-000589	0	0	0	0	0		0	0	0	1	0	0
CHRNA6	ERGIC2	ACH-000589	0	0	0	0	0		0	0	0	1	0	0
EIF4EBP1	ASPH	ACH-000589	0	0	0	0	0		0	0	0	1	0	1
LRRC49	THSD4	ACH-000589	0	0	0	0	0		0	0	0	1	0	1
MARCH11	ICE1	ACH-000589	0	0	0	0	0		0	0	0	1	0	0
MICAL3	BID	ACH-000589	0	0	0	0	0		0	0	0	1	0	1
MZB1	SIL1	ACH-000589	0	0	0	0	0		0	0	0	0	0	1
SKP2	LPCAT1	ACH-000589	0	0	0	0	0		0	0	0	1	1	0
SLC16A3	HEXDC	ACH-000589	0	0	0	0	0		0	0	0	1	1	1
ARHGAP32	PITPNM2	ACH-000892	0	0	0	0	0		0	1	0	1	0	1
LHFPL2	AP3B1	ACH-000892	0	0	0	0	0		0	0	0	1	0	1
MGAT5	RAB3GAP1	ACH-000892	0	0	0	0	0		0	0	0	1	0	0
PIK3R1	NUDT4	ACH-000892	0	0	0	0	0		1	1	1	1	1	1
SMIM23	EEA1	ACH-000892	0	0	0	0	0		0	0	0	0	0	0
ACBD7	MINDY3	ACH-000869	0	0	0	0	0		0	0	0	1	0	0
ADK	LRMDA	ACH-000869	0	0	0	0	0		0	0	0	1	0	1
ENPEP	SNX29P1	ACH-000869	0	0	0	0	0		0	0	0	1	0	1
NMT2	ENPEP	ACH-000869	0	0	0	0	0		0	0	0	1	0	1
NSMCE2	SQLE	ACH-000869	0	0	0	0	0		0	0	0	1	0	0
PROS2P	ACBD7	ACH-000869	0	0	0	0	0		0	0	0	0	0	0
TMEM184A	INTS1	ACH-000869	0	0	0	0	0		0	0	0	1	0	0
ZNF300P1	CSNK1A1	ACH-000869	0	0	0	0	0		0	0	0	0	0	0
AK7	PAPOLA	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
CAPZB	EMC1	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
CNBD2	EPB41L1	ACH-000916	0	0	0	0	0		0	0	0	0	0	0
FAF1	AGBL4	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
FKBP4	TULP3	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
HK2	POLE4	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
HMGN5	BRWD3	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
MECP2	BCAP31	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
NR2C2	NEGR1	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
RNF169	PPFIA1	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
SENP6	MYO6	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
SHANK2	MACROD2	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
SNED1	FARP2	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
SSU72	DVL1	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
SUFU	WBP1L	ACH-000916	0	0	0	0	0		0	0	1	1	1	0
TBX10	UVRAG	ACH-000916	0	0	0	0	0		0	0	0	1	0	0
TMEM59	YIPF1	ACH-000916	0	0	0	0	0		0	0	0	1	0	1
ANAPC10	INPP4B	ACH-000015	0	0	0	0	0		0	0	0	1	1	0
ANK1	NSD3	ACH-000015	0	0	0	0	0		0	1	1	1	0	1
FGD4	CHFR	ACH-000015	0	0	0	0	0		0	0	0	1	0	1
KCNU1	ANK1	ACH-000015	0	0	0	0	0		0	0	0	1	0	0
APBB2	RBM47	ACH-000744	0	0	0	0	0		0	0	0	1	0	0
CFAP74	GNB1	ACH-000744	0	0	0	0	0		0	0	0	0	0	0
COQ9	LPCAT2	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
DLG1	UBXN7	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
EPM2A	ZNF7	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
GPR1	NDUFS1	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
GTSE1	GRAMD4	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
N4BP2L2	MYCBP2	ACH-000744	0	0	0	0	0		0	0	0	1	0	0
PIGS	UNC119	ACH-000744	0	0	0	0	0		0	0	0	1	0	0
PPP6R2	SHANK3	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
RPLP1	SUPT20H	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
RPRD2	TARS2	ACH-000744	0	0	0	0	0		0	0	0	1	0	0
SMARCAD1	PDLIM5	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
SNAP29	CRKL	ACH-000744	0	0	0	0	0		0	1	0	1	0	0
SUPT20H	RPLP1	ACH-000744	0	0	0	0	0		0	0	0	0	0	0
TSPAN1	SLC2A1	ACH-000744	0	0	0	0	0		0	0	0	1	0	1
GRAMD1C	ATR	ACH-000766	0	0	0	0	0		0	0	0	1	0	0
RNF220	CASP9	ACH-000766	0	0	0	0	0		0	0	0	1	0	1
SCNN1G	RALGAPB	ACH-000766	0	0	0	0	0		0	0	0	1	0	1
ERICH5	RPL30	ACH-000035	0	0	0	0	0		0	0	0	0	0	0
GLE1	GAPVD1	ACH-000035	0	0	0	0	0		0	0	0	1	0	1
NTMT1	NUP214	ACH-000035	0	0	0	0	0		0	0	0	0	0	0
ODF2	GAPVD1	ACH-000035	0	0	0	0	0		0	0	0	1	0	0
PHF5A	MKL1	ACH-000035	0	0	0	0	0		0	0	0	1	0	1
ALG14	SLC44A3-AS1	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
C8orf88	CHMP4C	ACH-000893	0	0	0	0	0		0	0	0	0	0	0
CHIA	LRIG2	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
CHORDC1	LSS	ACH-000893	0	0	0	0	0		0	0	0	1	0	1
CPNE2	SLC31A1	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
DNM3	RABGAP1L	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
ECI1	ZNFX1	ACH-000893	0	0	0	0	0		0	0	0	1	0	1
HEPHL1	CTDSPL2	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
HYI	FOXJ3	ACH-000893	0	0	0	0	0		0	0	0	1	0	1
IQCH	LRRC28	ACH-000893	0	0	0	0	0		0	0	0	1	0	1
JADE3	RBMS3	ACH-000893	0	0	0	0	0		0	0	0	0	0	0
MCM3AP	RNF138	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
MCTP2	PML	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
MFSD10	LETM1	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
PNRC2	PTGES3	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
TP53BP1	KATNBL1	ACH-000893	0	0	0	0	0		0	0	0	1	0	0
TRPM1	MTMR10	ACH-000893	0	0	0	0	0		0	0	0	1	0	1
ANKS1B	SLC25A3	ACH-000448	0	0	0	0	0		0	0	0	1	0	0
C6orf118	MAP3K4	ACH-000448	0	0	0	0	0		0	0	0	1	0	0
CRYZL1	PRDM15	ACH-000448	0	0	0	0	0		0	0	0	1	0	1
FREM2	MED29	ACH-000448	0	0	0	0	0		0	0	0	1	0	0
FXYD3	LDLR	ACH-000448	0	0	0	0	0		0	0	0	1	0	1
IGF2R	MAP7	ACH-000448	0	0	0	0	0		0	0	0	1	0	1
TK1	TMC6	ACH-000448	0	0	0	0	0		0	0	0	1	0	1
TMPRSS15	RBL1	ACH-000448	0	0	0	0	0		0	0	0	1	0	1
ASAP1	FAM49B	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
ASPSCR1	AKT3	ACH-000431	0	0	0	0	0		0	0	1	1	0	1
ATF6	MFSD2A	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
ATL1	CARS	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
CDK15	NOP58	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
CHD8	PABPN1	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
DEDD	COPA	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
LRRC52	PPOX	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
MACF1	AKT3	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
MAP2	UNC80	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
MARK3	KLC1	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
MYCL	AKT3	ACH-000431	0	0	0	0	0		0	0	1	1	0	0
PBX1	MGST3	ACH-000431	0	0	0	0	0		0	0	1	1	0	1
PPIE	COPA	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
PPP4R3B	CCDC88A	ACH-000431	0	0	0	0	0		0	0	0	0	0	0
RHOXF2B	NIPBL	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
SCNN1B	UBFD1	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
SDCCAG8	AKT3	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
TBC1D5	ANKRD28	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
TSNAX-DISC1	TRIT1	ACH-000431	0	0	0	0	0		0	0	0	0	0	0
ZNF277	ARHGAP12	ACH-000431	0	0	0	0	0		0	0	0	1	0	0
ZNF75D	HPRT1	ACH-000431	0	0	0	0	0		0	0	0	1	0	1
COG5	KRIT1	ACH-000747	0	0	0	0	0		0	0	0	1	0	1
CWC27	PDE4D	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
DPF3	IGSF9B	ACH-000675	0	0	0	0	0		0	0	0	1	0	1
EYS	TPPP	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
MAP3K3	MRC2	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
MARCH10	MED13	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
PDE6B	GRK4	ACH-000675	0	0	0	0	0		0	0	0	1	0	1
PKP2	C2CD5	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
POLD3	UVRAG	ACH-000675	0	0	0	0	0		0	0	0	1	1	1
RBL1	NDRG3	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
TNIK	SMPDL3A	ACH-000675	0	0	0	0	0		0	0	0	1	0	0
CCDC91	PYROXD1	ACH-000282	0	0	0	0	0		0	0	0	1	0	0
FN3KRP	TBCD	ACH-000282	0	0	0	0	0		0	0	0	1	0	0
GPR182	UBE2N	ACH-000282	0	0	0	0	0		0	0	0	1	0	1
SOX5	ETNK1	ACH-000282	0	0	0	0	0		0	0	0	1	0	1
UQCC1	FAM102B	ACH-000282	0	0	0	0	0		0	0	0	0	0	0
ZNF7	LMO4	ACH-000282	0	0	0	0	0		0	0	0	1	0	0
FHIT	TTC3	ACH-000379	0	0	0	0	0		0	0	1	1	1	1
